MicrobeID	NCBI Taxonomy ID	Strain	Species	Genus	Family	Order	Class	Phylum	Kingdom
Fusobacterium_nucleatum_subsp_animalis_7_1	457405	Fusobacterium nucleatum subsp. animalis 7_1	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Fusobacterium_nucleatum_subsp_animalis_D11	556264	Fusobacterium nucleatum subsp. animalis D11	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Fusobacterium_nucleatum_subsp_vincentii_3_1_27	469602	Fusobacterium nucleatum subsp. vincentii 3_1_27	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2	469604	Fusobacterium nucleatum subsp. vincentii 3_1_36A2	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Fusobacterium_nucleatum_subsp_vincentii_4_1_13	469606	Fusobacterium nucleatum subsp. vincentii 4_1_13	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Fusobacterium_periodonticum_1_1_41FAA	469621	Fusobacterium periodonticum 1_1_41FAA	Fusobacterium periodonticum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Fusobacterium_periodonticum_2_1_31	469599	Fusobacterium periodonticum 2_1_31	Fusobacterium periodonticum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Fusobacterium_russii_ATCC_25533	1278306	Fusobacterium russii ATCC 25533	Fusobacterium russii	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Fusobacterium_sp_4_8	469607	Fusobacterium nucleatum subsp. animalis 4_8	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Fusobacterium_ulcerans_ATCC_49185	469617	Fusobacterium ulcerans ATCC 49185	Fusobacterium ulcerans	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Fusobacterium_varium_ATCC_27725	469618	Fusobacterium varium ATCC 27725	Fusobacterium varium	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Gemella_haemolysans_ATCC_10379	546270	Gemella haemolysans ATCC 10379	Gemella haemolysans	Gemella	Bacillales Incertae Sedis XI	Bacillales	Bacilli	Firmicutes	Bacteria
Gemella_morbillorum_M424	562982	Gemella morbillorum M424	Gemella morbillorum	Gemella	Bacillales Incertae Sedis XI	Bacillales	Bacilli	Firmicutes	Bacteria
Gemella_sanguinis_M325	562983	Gemella sanguinis M325	Gemella sanguinis	Gemella	Bacillales Incertae Sedis XI	Bacillales	Bacilli	Firmicutes	Bacteria
Gordonia_rubripertincta_NBRC_101908	1077975	Gordonia rubripertincta NBRC 101908	Gordonia rubripertincta	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
Gordonia_terrae_NBRC_100016	1089454	Gordonia terrae NBRC 100016	Gordonia terrae	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378	657308	Gordonibacter pamelaeae 7-10-1-b	Gordonibacter pamelaeae	Gordonibacter	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
Grimontia_hollisae_CIP_101886	675812	Grimontia hollisae CIP 101886	Grimontia hollisae	Grimontia	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
Haemophilus_haemolyticus_M19501	1028803	Haemophilus haemolyticus M19501	Haemophilus haemolyticus	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
Haemophilus_parainfluenzae_T3T1	862965	Haemophilus parainfluenzae T3T1	Haemophilus parainfluenzae	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
Helicobacter_bilis_ATCC_43879	613026	Helicobacter bilis ATCC 43879	Helicobacter bilis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Helicobacter_canadensis_MIT_98_5491	537970	Helicobacter canadensis MIT 98-5491	Helicobacter canadensis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Helicobacter_cinaedi_CCUG_18818	537971	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847	Helicobacter cinaedi	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Helicobacter_pullorum_MIT_98_5489	537972	Helicobacter pullorum MIT 98-5489	Helicobacter pullorum	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Helicobacter_pylori_26695	85962	Helicobacter pylori 26695	Helicobacter pylori	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Helicobacter_winghamensis_ATCC_BAA_430	556267	Helicobacter winghamensis ATCC BAA-430	Helicobacter winghamensis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Holdemania_filiformis_VPI_J1_31B_1_DSM_12042	545696	Holdemania filiformis DSM 12042	Holdemania filiformis	Holdemania	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Kingella_oralis_ATCC_51147	629741	Kingella oralis ATCC 51147	Kingella oralis	Kingella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
Klebsiella_pneumoniae_pneumoniae_MGH78578	272620	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Kocuria_palustris_PEL	1236550	Kocuria palustris PEL	Kocuria palustris	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
Kocuria_rhizophila_DC2201	378753	Kocuria rhizophila DC2201	Kocuria rhizophila	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
Kytococcus_sedentarius_DSM_20547	478801	Kytococcus sedentarius DSM 20547	Kytococcus sedentarius	Kytococcus	Kytococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
Lachnospiraceae_bacterium_sp_8_1_57FAA	665951	Lachnospiraceae bacterium 8_1_57FAA	Lachnospiraceae bacterium 8_1_57FAA	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lactobacillus_acidophilus_NCFM	272621	Lactobacillus acidophilus NCFM	Lactobacillus acidophilus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_amylovorus_GRL_1112	695560	Lactobacillus amylovorus GRL 1112	Lactobacillus amylovorus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_brevis_ATCC_367	387344	Levilactobacillus brevis ATCC 367	Levilactobacillus brevis	Levilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_brevis_subsp_gravesensis_ATCC_27305	525310	Lentilactobacillus hilgardii ATCC 27305	Lentilactobacillus hilgardii	Lentilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_buchneri_ATCC_11577	525318	Lentilactobacillus buchneri ATCC 11577	Lentilactobacillus buchneri	Lentilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_casei_ATCC_334	321967	Lacticaseibacillus paracasei ATCC 334	Lacticaseibacillus paracasei	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_casei_casei_BL23	543734	Lacticaseibacillus casei BL23	Lacticaseibacillus casei	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_coleohominis_101_4_CHN	575594	Limosilactobacillus coleohominis 101-4-CHN	Limosilactobacillus coleohominis	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842	390333	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002	Lactobacillus delbrueckii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365	321956	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	Lactobacillus delbrueckii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_fermentum_ATCC_14931	525325	Limosilactobacillus fermentum ATCC 14931	Limosilactobacillus fermentum	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_fermentum_IFO_3956	334390	Limosilactobacillus fermentum IFO 3956	Limosilactobacillus fermentum	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_gasseri_ATCC_33323	324831	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus gasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_helveticus_DPC_4571	405566	Lactobacillus helveticus DPC 4571	Lactobacillus helveticus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_hilgardii_ATCC_8290	1423757	Lentilactobacillus hilgardii DSM 20176 = ATCC 8290	Lentilactobacillus hilgardii	Lentilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_johnsonii_DPC_6026	909954	Lactobacillus johnsonii DPC 6026	Lactobacillus johnsonii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_johnsonii_NCC_533	257314	Lactobacillus johnsonii NCC 533	Lactobacillus johnsonii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_mucosae_LM1	1130798	Limosilactobacillus mucosae LM1	Limosilactobacillus mucosae	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_oris_F0423	944562	Limosilactobacillus oris F0423	Limosilactobacillus oris	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_paracasei_subsp_paracasei_8700_2	537973	Lacticaseibacillus paracasei subsp. paracasei 8700:2	Lacticaseibacillus paracasei	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_paracasei_subsp_paracasei_ATCC_25302	525337	Lacticaseibacillus paracasei subsp. paracasei ATCC 25302 = DSM 5622 = JCM 8130	Lacticaseibacillus paracasei	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_pentosus_KCA1	1136177	Lactiplantibacillus pentosus KCA1	Lactiplantibacillus pentosus	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_plantarum_JDM1	644042	Lactiplantibacillus plantarum JDM1	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_plantarum_subsp_plantarum_ATCC_14917	525338	Lactiplantibacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_plantarum_WCFS1	220668	Lactiplantibacillus plantarum WCFS1	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_reuteri_F275_JCM_1112	299033	Limosilactobacillus reuteri F275	Limosilactobacillus reuteri	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_reuteri_SD2112_ATCC_55730	491077	Limosilactobacillus reuteri SD2112	Limosilactobacillus reuteri	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_rhamnosus_GG_ATCC_53103	568703	Lacticaseibacillus rhamnosus GG	Lacticaseibacillus rhamnosus	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_rhamnosus_LMS2_1	525361	Lacticaseibacillus rhamnosus LMS2-1	Lacticaseibacillus rhamnosus	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_sakei_subsp_sakei_23K	314315	Latilactobacillus sakei subsp. sakei 23K	Latilactobacillus sakei	Latilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_salivarius_salivarius_UCC118	362948	Ligilactobacillus salivarius UCC118	Ligilactobacillus salivarius	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactococcus_garvieae_ATCC_49156	420889	Lactococcus garvieae ATCC 49156	Lactococcus garvieae	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Lactococcus_raffinolactis_4877	1215915	Lactococcus raffinolactis 4877	Lactococcus raffinolactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Laribacter_hongkongensis_HLHK9	557598	Laribacter hongkongensis HLHK9	Laribacter hongkongensis	Laribacter	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
Leptotrichia_buccalis_C_1013_b	523794	Leptotrichia buccalis C-1013-b	Leptotrichia buccalis	Leptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Leuconostoc_argentinum_KCTC_3773	886872	Leuconostoc lactis KCTC 3773	Leuconostoc lactis	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Leuconostoc_gelidum_JB7	1229756	Leuconostoc gelidum JB7	Leuconostoc gelidum	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Listeria_grayi_DSM_20601	525367	Listeria grayi DSM 20601	Listeria grayi	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Listeria_monocytogenes_4a_L99	565047	Listeria monocytogenes serotype 4a str. L99	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Listeria_monocytogenes_4b_F2365	265669	Listeria monocytogenes serotype 4b str. F2365	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Listeria_monocytogenes_Finland_1988	393127	Listeria monocytogenes Finland 1998	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Listeria_monocytogenes_FSL_R2_561	393126	Listeria monocytogenes FSL R2-561	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Listeria_monocytogenes_J0161_FSL_R2_499	393130	Listeria monocytogenes J0161	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Listeria_monocytogenes_serotype_7_SLCC_2482	863767	Listeria monocytogenes serotype 7 str. SLCC2482	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Listeria_monocytogenes_SLCC_2378	879088	Listeria monocytogenes SLCC2378	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Listeria_monocytogenes_SLCC_2540	879089	Listeria monocytogenes SLCC2540	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Listeria_monocytogenes_SLCC_7179	879090	Listeria monocytogenes SLCC7179	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Lysinibacillus_fusiformis_ZB2	1231627	Lysinibacillus fusiformis ZB2	Lysinibacillus fusiformis	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Lysinibacillus_sphaericus_C3_41	444177	Lysinibacillus sphaericus C3-41	Lysinibacillus sphaericus	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Marvinbryantia_formatexigens_I_52_DSM_14469	478749	Marvinbryantia formatexigens DSM 14469	Marvinbryantia formatexigens	Marvinbryantia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Megasphaera_elsdenii_DSM_20460	1064535	Megasphaera elsdenii DSM 20460	Megasphaera elsdenii	Megasphaera	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Melainabacterium_MEL_A1	1899017	Candidatus Melainabacteria bacterium MEL.A1	Candidatus Melainabacterium	unclassified Candidatus Melainabacteria	unclassified Candidatus Melainabacteria	unclassified Candidatus Melainabacteria	unclassified Candidatus Melainabacteria	Candidatus Melainabacteria	Bacteria
Methanosphaera_stadtmanae_DSM_3091	339860	Methanosphaera stadtmanae DSM 3091	Methanosphaera stadtmanae	Methanosphaera	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
Methylobacterium_mesophilicum_SR1_6_6	908290	Methylobacterium mesophilicum SR1.6/6	Methylobacterium mesophilicum	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Methylobacterium_populi_BJ001	441620	Methylorubrum populi BJ001	Methylorubrum populi	Methylorubrum	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Methylobacterium_radiotolerans_JCM_2831	426355	Methylobacterium radiotolerans JCM 2831	Methylobacterium radiotolerans	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Methyloversatilis_universalis_FAM5	1000565	Methyloversatilis universalis FAM5	Methyloversatilis universalis	Methyloversatilis	Sterolibacteriaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria
Micrococcus_luteus_NCTC_2665	465515	Micrococcus luteus NCTC 2665	Micrococcus luteus	Micrococcus	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
Micromonospora_aurantiaca_ATCC_27029	644283	Micromonospora aurantiaca ATCC 27029	Micromonospora aurantiaca	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Bacteria
Mitsuokella_multacida_DSM_20544	500635	Mitsuokella multacida DSM 20544	Mitsuokella multacida	Mitsuokella	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
Mobiluncus_curtisii_ATCC_43063	548479	Mobiluncus curtisii ATCC 43063	Mobiluncus curtisii	Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria
Moraxella_catarrhalis_RH4	749219	Moraxella catarrhalis RH4	Moraxella catarrhalis	Moraxella	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria
Morganella_morganii_subsp_morganii_KT	1124991	Morganella morganii subsp. morganii KT	Morganella morganii	Morganella	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Mycobacterium_avium_subsp_avium_ATCC_25291	553481	Mycobacterium avium subsp. avium ATCC 25291	Mycobacterium avium	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
Mycobacterium_fortuitum_subsp_fortuitum_DSM_46621	1214102	Mycolicibacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841 = JCM 6387	Mycolicibacterium fortuitum	Mycolicibacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
Neisseria_cinerea_ATCC_14685	546262	Neisseria cinerea ATCC 14685	Neisseria cinerea	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
Neisseria_elongata_subsp_glycolytica_ATCC_29315	546263	Neisseria elongata subsp. glycolytica ATCC 29315	Neisseria elongata	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
Neisseria_flavescens_SK114	596320	Neisseria flavescens SK114	Neisseria flavescens	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
Neisseria_mucosa_ATCC_25996	546266	Neisseria mucosa ATCC 25996	Neisseria mucosa	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
Neisseria_subflava_NJ9703	546268	Neisseria subflava NJ9703	Neisseria subflava	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
Ochrobactrum_anthropi_ATCC_49188	439375	Brucella anthropi ATCC 49188	Brucella anthropi	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Odoribacter_laneus_YIT_12061	742817	Odoribacter laneus YIT 12061	Odoribacter laneus	Odoribacter	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Odoribacter_splanchnicus_1651_6_DSM_20712	709991	Odoribacter splanchnicus DSM 20712	Odoribacter splanchnicus	Odoribacter	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Olsenella_uli_DSM_7084	633147	Olsenella uli DSM 7084	Olsenella uli	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
Oxalobacter_formigenes_HOxBLS	556268	Oxalobacter formigenes HOxBLS	Oxalobacter formigenes	Oxalobacter	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Oxalobacter_formigenes_OXCC13	556269	Oxalobacter formigenes OXCC13	Oxalobacter formigenes	Oxalobacter	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Paenibacillus_alvei_DSM_29	1206781	Paenibacillus alvei DSM 29	Paenibacillus alvei	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Paenibacillus_barengoltzii_G22	1235795	Paenibacillus barengoltzii G22	Paenibacillus barengoltzii	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Paenibacillus_daejeonensis_DSM_15491	1122917	Paenibacillus daejeonensis DSM 15491	Paenibacillus daejeonensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Paenibacillus_lactis_154	743719	Paenibacillus lactis 154	Paenibacillus lactis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Parabacteroides_distasonis_ATCC_8503	435591	Parabacteroides distasonis ATCC 8503	Parabacteroides distasonis	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Parabacteroides_goldsteinii_dnLKV18	1235789	Parabacteroides goldsteinii dnLKV18	Parabacteroides goldsteinii	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Parabacteroides_merdae_ATCC_43184	411477	Parabacteroides merdae ATCC 43184	Parabacteroides merdae	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Paraprevotella_clara_YIT_11840	762968	Paraprevotella clara YIT 11840	Paraprevotella clara	Paraprevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Paraprevotella_xylaniphila_YIT_11841	762982	Paraprevotella xylaniphila YIT 11841	Paraprevotella xylaniphila	Paraprevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Parvimonas_micra_ATCC_33270	411465	Parvimonas micra ATCC 33270	Parvimonas micra	Parvimonas	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria
Pediococcus_acidilactici_DSM_20284	862514	Pediococcus acidilactici DSM 20284	Pediococcus acidilactici	Pediococcus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Pediococcus_pentosaceus_ATCC_25745	278197	Pediococcus pentosaceus ATCC 25745	Pediococcus pentosaceus	Pediococcus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Peptoniphilus_lacrimalis_DSM_7455	1122949	Peptoniphilus lacrimalis DSM 7455	Peptoniphilus lacrimalis	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria
Porphyromonas_asaccharolytica_DSM_20707	879243	Porphyromonas asaccharolytica DSM 20707	Porphyromonas asaccharolytica	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Porphyromonas_endodontalis_ATCC_35406	553175	Porphyromonas endodontalis ATCC 35406	Porphyromonas endodontalis	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Porphyromonas_gingivalis_W83	242619	Porphyromonas gingivalis W83	Porphyromonas gingivalis	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Porphyromonas_somerae_DSM_23386	1122975	Porphyromonas somerae DSM 23386	Porphyromonas somerae	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Porphyromonas_uenonis_60_3	596327	Porphyromonas uenonis 60-3	Porphyromonas uenonis	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Prevotella_bivia_DSM_20514	868129	Prevotella bivia DSM 20514	Prevotella bivia	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Prevotella_buccae_ATCC_33574	873513	Prevotella buccae ATCC 33574	Prevotella buccae	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Prevotella_copri_CB7_DSM_18205	537011	Prevotella copri DSM 18205	Prevotella copri	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Prevotella_denticola_F0289	767031	Prevotella denticola F0289	Prevotella denticola	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Prevotella_disiens_FB035_09AN	866771	Prevotella disiens FB035-09AN	Prevotella disiens	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Prevotella_intermedia_17	246198	Prevotella intermedia 17	Prevotella intermedia	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Prevotella_melaninogenica_ATCC_25845	553174	Prevotella melaninogenica ATCC 25845	Prevotella melaninogenica	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Prevotella_oralis_ATCC_33269	873533	Prevotella oralis ATCC 33269	Prevotella oralis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
